onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
54.125,0.125,108.25,0.25,2598,6,80,1,n299-1,28,28,,,,,,,,,,,,,
54.25,0.125,108.5,0.25,2604,6,81,1,n300-1,28,28,,,,,,,,,,,,,
54.375,0.125,108.75,0.25,2610,6,77,1,n301-1,28,28,,,,,,,,,,,,,
54.5,0.75,109.0,1.5,2616,36,74,1,n302-1,28,28,,,,,,,,,,,,,
54.5,0.5,109.0,1.0,2616,24,55,5,n309-1,28,28,,,,,,,,,,,,,
54.5,0.5,109.0,1.0,2616,24,59,5,n310-1,28,28,,,,,,,,,,,,,
54.5,0.5,109.0,1.0,2616,24,65,5,n311-1,28,28,,,,,,,,,,,,,
55.0,0.5,110.0,1.0,2640,24,65,5,n314-1,28,28,,,,,,,,,,,,,
55.0,0.5,110.0,1.0,2640,24,55,5,n312-1,28,28,,,,,,,,,,,,,
55.0,0.5,110.0,1.0,2640,24,59,5,n313-1,28,28,,,,,,,,,,,,,
55.25,0.25,110.5,0.5,2652,12,75,1,n303-1,28,28,,,,,,,,,,,,,
55.5,0.5,111.0,1.0,2664,24,60,5,n315-1,28,28,1.0,2/2,,I,,F,V,I,,I,,,M
55.5,0.5,111.0,1.0,2664,24,64,5,n316-1,28,28,,,,,,,,,,,,,
55.5,0.125,111.0,0.25,2664,6,76,1,n304-1,28,28,,,,,,,,,,,,,
55.625,0.125,111.25,0.25,2670,6,77,1,n305-1,28,28,,,,,,,,,,,,,
55.75,0.125,111.5,0.25,2676,6,78,1,n306-1,28,28,,,,,,,,,,,,,
55.875,0.125,111.75,0.25,2682,6,79,1,n307-1,28,28,,,,,,,,,,,,,
56.0,0.25,112.0,0.5,2688,12,80,1,n317-1,29,29,2.0,2/2,,ii6,,F,V,ii6,,ii,,,m
56.25,0.25,112.5,0.5,2700,12,81,1,n318-1,29,29,,,,,,,,,,,,,
56.5,0.5,113.0,1.0,2712,24,53,5,n326-1,29,29,,,,,,,,,,,,,
56.5,0.5,113.0,1.0,2712,24,57,5,n327-1,29,29,,,,,,,,,,,,,
56.5,0.5,113.0,1.0,2712,24,62,5,n328-1,29,29,,,,,,,,,,,,,
56.5,0.25,113.0,0.5,2712,12,77,1,n320-1,29,29,,,,,,,,,,,,,
56.5,0.0,113.0,0.0,2712,0,79,1,n319-1,29,29,,,,,,,,,,,,,
56.75,0.125,113.5,0.25,2724,6,76,1,n321-1,29,29,,,,,,,,,,,,,
56.875,0.125,113.75,0.25,2730,6,74,1,n322-1,29,29,,,,,,,,,,,,,
57.0,0.5,114.0,1.0,2736,24,72,1,n323-1,29,29,,,,,,,,,,,,,
57.0,0.5,114.0,1.0,2736,24,64,5,n330-1,29,29,,,,,,,,,,,,,
57.0,1.0,114.0,2.0,2736,48,55,6,n333-1,29,29,1.0,2/2,,V(64),,F,V,V(64),,V,,,M
57.0,0.5,114.0,1.0,2736,24,60,5,n329-1,29,29,,,,,,,,,,,,,
57.5,0.5,115.0,1.0,2760,24,59,5,n331-1,29,29,1.0,2/2,,V7,,F,V,V7,,V,,,Mm7
57.5,0.5,115.0,1.0,2760,24,65,5,n332-1,29,29,,,,,,,,,,,,,
57.5,0.25,115.0,0.5,2760,12,76,1,n324-1,29,29,,,,,,,,,,,,,
57.75,0.25,115.5,0.5,2772,12,74,1,n325-1,29,29,,,,,,,,,,,,,
58.0,0.5,116.0,1.0,2784,24,60,6,n347-1,30,30,1.0,2/2,,I|PAC}{,,F,V,I,,I,PAC,}{,M
58.0,2.0,116.0,4.0,2784,96,64,5,n346-1,30,30,,,,,,,,,,,,,
58.0,0.5,116.0,1.0,2784,24,72,1,n334-1,30,30,,,,,,,,,,,,,
58.5,0.5,117.0,1.0,2808,24,55,6,n348-1,30,30,3.0,2/2,,V[I,,F,V,I,,I,,,M
58.75,0.125,117.5,0.25,2820,6,72,1,n336-1,30,30,,,,,,,,,,,,,
58.875,0.125,117.75,0.25,2826,6,71,1,n337-1,30,30,,,,,,,,,,,,,
59.0,0.5,118.0,1.0,2832,24,60,6,n349-1,30,30,,,,,,,,,,,,,
59.0,0.125,118.0,0.25,2832,6,74,1,n338-1,30,30,,,,,,,,,,,,,
59.125,0.125,118.25,0.25,2838,6,72,1,n339-1,30,30,,,,,,,,,,,,,
59.25,0.125,118.5,0.25,2844,6,76,1,n340-1,30,30,,,,,,,,,,,,,
59.375,0.125,118.75,0.25,2850,6,74,1,n341-1,30,30,,,,,,,,,,,,,
59.5,0.5,119.0,1.0,2856,24,55,6,n350-1,30,30,,,,,,,,,,,,,
59.5,0.125,119.0,0.25,2856,6,77,1,n342-1,30,30,,,,,,,,,,,,,
59.625,0.125,119.25,0.25,2862,6,76,1,n343-1,30,30,,,,,,,,,,,,,
59.75,0.125,119.5,0.25,2868,6,79,1,n344-1,30,30,,,,,,,,,,,,,
59.875,0.125,119.75,0.25,2874,6,77,1,n345-1,30,30,,,,,,,,,,,,,
60.0,0.5,120.0,1.0,2880,24,59,6,n358-1,31,31,4.0,2/2,,V7,,F,V,V7,,V,,,Mm7
60.0,2.0,120.0,4.0,2880,96,65,5,n357-1,31,31,,,,,,,,,,,,,
60.0,0.25,120.0,0.5,2880,12,81,1,n351-1,31,31,,,,,,,,,,,,,
60.25,0.25,120.5,0.5,2892,12,79,1,n352-1,31,31,,,,,,,,,,,,,
60.5,0.5,121.0,1.0,2904,24,55,6,n359-1,31,31,,,,,,,,,,,,,
60.5,0.75,121.0,1.5,2904,36,79,1,n353-1,31,31,,,,,,,,,,,,,
61.0,0.5,122.0,1.0,2928,24,59,6,n360-1,31,31,,,,,,,,,,,,,
61.25,0.25,122.5,0.5,2940,12,78,1,n354-1,31,31,,,,,,,,,,,,,
61.5,0.5,123.0,1.0,2952,24,55,6,n361-1,31,31,,,,,,,,,,,,,
61.5,0.25,123.0,0.5,2952,12,77,1,n355-1,31,31,,,,,,,,,,,,,
61.75,0.25,123.5,0.5,2964,12,74,1,n356-1,31,31,,,,,,,,,,,,,
62.0,0.5,124.0,1.0,2976,24,60,6,n376-1,32,32,4.0,2/2,,I,,F,V,I,,I,,,M
62.0,2.0,124.0,4.0,2976,96,64,5,n375-1,32,32,,,,,,,,,,,,,
62.0,0.25,124.0,0.5,2976,12,71,1,n362-1,32,32,,,,,,,,,,,,,
62.25,0.25,124.5,0.5,2988,12,72,1,n363-1,32,32,,,,,,,,,,,,,
62.5,0.5,125.0,1.0,3000,24,55,6,n377-1,32,32,,,,,,,,,,,,,
62.75,0.125,125.5,0.25,3012,6,72,1,n365-1,32,32,,,,,,,,,,,,,
62.875,0.125,125.75,0.25,3018,6,71,1,n366-1,32,32,,,,,,,,,,,,,
63.0,0.125,126.0,0.25,3024,6,74,1,n367-1,32,32,,,,,,,,,,,,,
63.0,0.5,126.0,1.0,3024,24,60,6,n378-1,32,32,,,,,,,,,,,,,
63.125,0.125,126.25,0.25,3030,6,72,1,n368-1,32,32,,,,,,,,,,,,,
63.25,0.125,126.5,0.25,3036,6,76,1,n369-1,32,32,,,,,,,,,,,,,
63.375,0.125,126.75,0.25,3042,6,74,1,n370-1,32,32,,,,,,,,,,,,,
63.5,0.5,127.0,1.0,3048,24,55,6,n379-1,32,32,,,,,,,,,,,,,
63.5,0.125,127.0,0.25,3048,6,77,1,n371-1,32,32,,,,,,,,,,,,,
63.625,0.125,127.25,0.25,3054,6,76,1,n372-1,32,32,,,,,,,,,,,,,
63.75,0.125,127.5,0.25,3060,6,79,1,n373-1,32,32,,,,,,,,,,,,,
63.875,0.125,127.75,0.25,3066,6,77,1,n374-1,32,32,,,,,,,,,,,,,
64.0,2.0,128.0,4.0,3072,96,65,5,n386-1,33,33,,,,,,,,,,,,,
64.0,0.25,128.0,0.5,3072,12,81,1,n380-1,33,33,,,,,,,,,,,,,
64.0,0.5,128.0,1.0,3072,24,59,6,n387-1,33,33,4.0,2/2,,V7],,F,V,V7,,V,,,Mm7
64.25,0.25,128.5,0.5,3084,12,79,1,n381-1,33,33,,,,,,,,,,,,,
64.5,0.5,129.0,1.0,3096,24,55,6,n388-1,33,33,,,,,,,,,,,,,
64.5,0.75,129.0,1.5,3096,36,79,1,n382-1,33,33,,,,,,,,,,,,,
65.0,0.5,130.0,1.0,3120,24,59,6,n389-1,33,33,,,,,,,,,,,,,
65.25,0.25,130.5,0.5,3132,12,78,1,n383-1,33,33,,,,,,,,,,,,,
65.5,0.5,131.0,1.0,3144,24,55,6,n390-1,33,33,,,,,,,,,,,,,
65.5,0.25,131.0,0.5,3144,12,77,1,n384-1,33,33,,,,,,,,,,,,,
65.75,0.25,131.5,0.5,3156,12,74,1,n385-1,33,33,,,,,,,,,,,,,
66.0,0.5,132.0,1.0,3168,24,64,5,n405-1,34,34,,,,,,,,,,,,,
66.0,0.25,132.0,0.5,3168,12,71,1,n391-1,34,34,,,,,,,,,,,,,
66.0,0.5,132.0,1.0,3168,24,60,5,n404-1,34,34,5.5,2/2,,I},,F,V,I,,I,,},M
66.25,0.25,132.5,0.5,3180,12,72,1,n392-1,34,34,,,,,,,,,,,,,
66.5,0.5,133.0,1.0,3192,24,48,5,n406-1,34,34,,,,,,,,,,,,,
66.75,0.125,133.5,0.25,3204,6,72,1,n394-1,34,34,,,,,,,,,,,,,
66.875,0.125,133.75,0.25,3210,6,71,1,n395-1,34,34,,,,,,,,,,,,,
67.0,0.125,134.0,0.25,3216,6,74,1,n396-1,34,34,,,,,,,,,,,,,
67.125,0.125,134.25,0.25,3222,6,72,1,n397-1,34,34,,,,,,,,,,,,,
67.25,0.125,134.5,0.25,3228,6,76,1,n398-1,34,34,,,,,,,,,,,,,
67.375,0.125,134.75,0.25,3234,6,74,1,n399-1,34,34,,,,,,,,,,,,,
67.5,0.125,135.0,0.25,3240,6,77,1,n400-1,34,34,,,,,,,,,,,,,
67.625,0.125,135.25,0.25,3246,6,76,1,n401-1,34,34,,,,,,,,,,,,,
67.75,0.125,135.5,0.25,3252,6,79,1,n402-1,34,34,,,,,,,,,,,,,
67.875,0.125,135.75,0.25,3258,6,77,1,n403-1,34,34,,,,,,,,,,,,,
68.0,0.25,136.0,0.5,3264,12,81,1,n408-1,35,35,,,,,,,,,,,,,
68.25,0.25,136.5,0.5,3276,12,79,1,n409-1,35,35,,,,,,,,,,,,,
68.5,0.5,137.0,1.0,3288,24,60,5,n422-1,35,35,,,,,,,,,,,,,
68.5,0.5,137.0,1.0,3288,24,64,5,n423-1,35,35,,,,,,,,,,,,,
68.75,0.125,137.5,0.25,3300,6,76,1,n411-1,35,35,14.5,2/2,,I.V7,,F,I,V7,,V,,,Mm7
68.875,0.125,137.75,0.25,3306,6,74,1,n412-1,35,35,,,,,,,,,,,,,
69.0,0.125,138.0,0.25,3312,6,77,1,n413-1,35,35,,,,,,,,,,,,,
69.125,0.125,138.25,0.25,3318,6,76,1,n414-1,35,35,,,,,,,,,,,,,
69.25,0.125,138.5,0.25,3324,6,79,1,n415-1,35,35,,,,,,,,,,,,,
69.375,0.125,138.75,0.25,3330,6,77,1,n416-1,35,35,,,,,,,,,,,,,
69.5,0.125,139.0,0.25,3336,6,81,1,n417-1,35,35,,,,,,,,,,,,,
69.625,0.125,139.25,0.25,3342,6,79,1,n418-1,35,35,,,,,,,,,,,,,
69.75,0.125,139.5,0.25,3348,6,82,1,n419-1,35,35,,,,,,,,,,,,,
69.875,0.125,139.75,0.25,3354,6,81,1,n420-1,35,35,,,,,,,,,,,,,
70.0,0.25,140.0,0.5,3360,12,84,1,n425-1,36,36,,,,,,,,,,,,,
70.25,0.25,140.5,0.5,3372,12,82,1,n426-1,36,36,,,,,,,,,,,,,
70.5,0.5,141.0,1.0,3384,24,64,5,n440-1,36,36,,,,,,,,,,,,,
70.5,0.5,141.0,1.0,3384,24,67,5,n441-1,36,36,,,,,,,,,,,,,
70.5,0.5,141.0,1.0,3384,24,60,5,n439-1,36,36,,,,,,,,,,,,,
70.75,0.125,141.5,0.25,3396,6,79,1,n428-1,36,36,,,,,,,,,,,,,
70.875,0.125,141.75,0.25,3402,6,78,1,n429-1,36,36,,,,,,,,,,,,,
71.0,0.125,142.0,0.25,3408,6,81,1,n430-1,36,36,,,,,,,,,,,,,
71.125,0.125,142.25,0.25,3414,6,79,1,n431-1,36,36,,,,,,,,,,,,,
71.25,0.125,142.5,0.25,3420,6,82,1,n432-1,36,36,,,,,,,,,,,,,
71.375,0.125,142.75,0.25,3426,6,81,1,n433-1,36,36,,,,,,,,,,,,,
71.5,0.125,143.0,0.25,3432,6,84,1,n434-1,36,36,,,,,,,,,,,,,
71.625,0.125,143.25,0.25,3438,6,82,1,n435-1,36,36,,,,,,,,,,,,,
71.75,0.125,143.5,0.25,3444,6,86,1,n436-1,36,36,,,,,,,,,,,,,
71.875,0.125,143.75,0.25,3450,6,84,1,n437-1,36,36,,,,,,,,,,,,,
72.0,0.25,144.0,0.5,3456,12,87,1,n443-1,37,37,,,,,,,,,,,,,
72.25,0.25,144.5,0.5,3468,12,86,1,n444-1,37,37,,,,,,,,,,,,,
72.5,0.25,145.0,0.5,3480,12,85,1,n445-1,37,37,,,,,,,,,,,,,
72.75,0.25,145.5,0.5,3492,12,84,1,n446-1,37,37,,,,,,,,,,,,,
73.0,0.25,146.0,0.5,3504,12,83,1,n447-1,37,37,,,,,,,,,,,,,
73.25,0.25,146.5,0.5,3516,12,82,1,n448-1,37,37,,,,,,,,,,,,,
73.5,0.25,147.0,0.5,3528,12,81,1,n449-1,37,37,,,,,,,,,,,,,
73.75,0.25,147.5,0.5,3540,12,80,1,n450-1,37,37,,,,,,,,,,,,,
74.0,0.25,148.0,0.5,3552,12,79,1,n452-1,38,38,,,,,,,,,,,,,
74.0,2.0,148.0,4.0,3552,96,67,5,n464-1,38,38,,,,,,,,,,,,,
74.0,2.0,148.0,4.0,3552,96,70,5,n465-1,38,38,,,,,,,,,,,,,
74.0,2.0,148.0,4.0,3552,96,64,5,n463-1,38,38,,,,,,,,,,,,,
74.0,2.0,148.0,4.0,3552,96,60,5,n462-1,38,38,,,,,,,,,,,,,
74.25,0.083333336,148.5,0.16666667,3564,4,81,1,n453-1,38,38,,,,,,,,,,,,,
74.333336,0.083333336,148.66667,0.16666667,3568,4,79,1,n454-1,38,38,,,,,,,,,,,,,
74.416664,0.083333336,148.83333,0.16666667,3572,4,78,1,n455-1,38,38,,,,,,,,,,,,,
74.5,0.25,149.0,0.5,3576,12,79,1,n456-1,38,38,,,,,,,,,,,,,
74.75,0.25,149.5,0.5,3588,12,81,1,n457-1,38,38,,,,,,,,,,,,,
75.0,0.25,150.0,0.5,3600,12,84,1,n458-1,38,38,,,,,,,,,,,,,
75.25,0.25,150.5,0.5,3612,12,82,1,n459-1,38,38,,,,,,,,,,,,,
75.5,0.25,151.0,0.5,3624,12,79,1,n460-1,38,38,,,,,,,,,,,,,
75.75,0.25,151.5,0.5,3636,12,76,1,n461-1,38,38,,,,,,,,,,,,,
76.0,0.5,152.0,1.0,3648,24,69,5,n472-1,39,39,2.0,2/2,,I6{,,F,I,I6,,I,,{,M
76.0,0.75,152.0,1.5,3648,36,77,1,n466-1,39,39,,,,,,,,,,,,,
76.5,0.5,153.0,1.0,3672,24,72,5,n473-1,39,39,,,,,,,,,,,,,
76.75,0.0625,153.5,0.125,3684,3,79,1,n467-1,39,39,,,,,,,,,,,,,
76.8125,0.0625,153.625,0.125,3687,3,77,1,n468-1,39,39,,,,,,,,,,,,,
76.875,0.0625,153.75,0.125,3690,3,76,1,n469-1,39,39,,,,,,,,,,,,,
76.9375,0.0625,153.875,0.125,3693,3,77,1,n470-1,39,39,,,,,,,,,,,,,
77.0,0.5,154.0,1.0,3696,24,65,5,n474-1,39,39,2.0,2/2,,I,,F,I,I,,I,,,M
77.0,1.0,154.0,2.0,3696,48,81,1,n471-1,39,39,,,,,,,,,,,,,
77.5,0.5,155.0,1.0,3720,24,72,5,n475-1,39,39,,,,,,,,,,,,,
78.0,0.5,156.0,1.0,3744,24,70,5,n482-1,40,40,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
78.0,0.25,156.0,0.5,3744,12,81,1,n476-1,40,40,,,,,,,,,,,,,
78.25,0.25,156.5,0.5,3756,12,79,1,n477-1,40,40,,,,,,,,,,,,,
78.5,0.5,157.0,1.0,3768,24,72,5,n483-1,40,40,,,,,,,,,,,,,
78.5,0.25,157.0,0.5,3768,12,79,1,n478-1,40,40,,,,,,,,,,,,,
78.75,0.25,157.5,0.5,3780,12,76,1,n479-1,40,40,,,,,,,,,,,,,
79.0,0.5,158.0,1.0,3792,24,69,5,n484-1,40,40,2.0,2/2,,I6,,F,I,I6,,I,,,M
79.0,0.75,158.0,1.5,3792,36,77,1,n480-1,40,40,,,,,,,,,,,,,
79.5,0.5,159.0,1.0,3816,24,72,5,n485-1,40,40,,,,,,,,,,,,,
79.75,0.25,159.5,0.5,3828,12,81,1,n481-1,40,40,,,,,,,,,,,,,
80.0,0.5,160.0,1.0,3840,24,70,5,n493-1,41,41,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
80.0,0.25,160.0,0.5,3840,12,78,1,n486-1,41,41,,,,,,,,,,,,,
80.25,0.25,160.5,0.5,3852,12,79,1,n487-1,41,41,,,,,,,,,,,,,
80.5,0.5,161.0,1.0,3864,24,72,5,n494-1,41,41,,,,,,,,,,,,,
80.5,0.25,161.0,0.5,3864,12,82,1,n488-1,41,41,,,,,,,,,,,,,
80.75,0.25,161.5,0.5,3876,12,76,1,n489-1,41,41,,,,,,,,,,,,,
81.0,0.5,162.0,1.0,3888,24,69,5,n495-1,41,41,2.0,2/2,,I6,,F,I,I6,,I,,,M
81.0,0.25,162.0,0.5,3888,12,79,1,n490-1,41,41,,,,,,,,,,,,,
81.25,0.5,162.5,1.0,3900,24,77,1,n491-1,41,41,,,,,,,,,,,,,
81.5,0.5,163.0,1.0,3912,24,72,5,n496-1,41,41,,,,,,,,,,,,,
81.75,0.25,163.5,0.5,3924,12,81,1,n492-1,41,41,,,,,,,,,,,,,
82.0,0.5,164.0,1.0,3936,24,67,6,n506-1,42,42,1.0,2/2,,V64,,F,I,V64,,V,,,M
82.0,2.0,164.0,4.0,3936,96,72,5,n505-1,42,42,,,,,,,,,,,,,
82.0,0.25,164.0,0.5,3936,12,84,1,n497-1,42,42,,,,,,,,,,,,,
82.25,0.25,164.5,0.5,3948,12,83,1,n498-1,42,42,,,,,,,,,,,,,
82.5,0.5,165.0,1.0,3960,24,64,6,n507-1,42,42,1.0,2/2,,V65,,F,I,V65,,V,,,Mm7
82.5,0.25,165.0,0.5,3960,12,82,1,n499-1,42,42,,,,,,,,,,,,,
82.75,0.25,165.5,0.5,3972,12,79,1,n500-1,42,42,,,,,,,,,,,,,
83.0,0.25,166.0,0.5,3984,12,82,1,n501-1,42,42,,,,,,,,,,,,,
83.0,0.5,166.0,1.0,3984,24,65,6,n508-1,42,42,1.0,2/2,,I,,F,I,I,,I,,,M
83.25,0.25,166.5,0.5,3996,12,80,1,n502-1,42,42,,,,,,,,,,,,,
83.5,0.5,167.0,1.0,4008,24,69,6,n509-1,42,42,1.0,2/2,,I6,,F,I,I6,,I,,,M
83.5,0.25,167.0,0.5,4008,12,81,1,n503-1,42,42,,,,,,,,,,,,,
83.75,0.25,167.5,0.5,4020,12,77,1,n504-1,42,42,,,,,,,,,,,,,
84.0,0.5,168.0,1.0,4032,24,70,5,n520-1,43,43,2.0,2/2,,IV,,F,I,IV,,IV,,,M
84.0,0.25,168.0,0.5,4032,12,74,1,n510-1,43,43,,,,,,,,,,,,,
84.25,0.083333336,168.5,0.16666667,4044,4,76,1,n511-1,43,43,,,,,,,,,,,,,
84.333336,0.083333336,168.66667,0.16666667,4048,4,74,1,n512-1,43,43,,,,,,,,,,,,,
84.416664,0.083333336,168.83333,0.16666667,4052,4,73,1,n513-1,43,43,,,,,,,,,,,,,
84.5,0.25,169.0,0.5,4056,12,74,1,n514-1,43,43,,,,,,,,,,,,,
84.5,0.5,169.0,1.0,4056,24,58,5,n521-1,43,43,,,,,,,,,,,,,
84.75,0.25,169.5,0.5,4068,12,76,1,n515-1,43,43,,,,,,,,,,,,,
85.0,0.5,170.0,1.0,4080,24,62,5,n522-1,43,43,1.0,2/2,,vi,IV6,F,I,vi,,vi,,,m
85.0,0.25,170.0,0.5,4080,12,77,1,n516-1,43,43,,,,,,,,,,,,,
85.25,0.25,170.5,0.5,4092,12,78,1,n517-1,43,43,,,,,,,,,,,,,
85.5,0.5,171.0,1.0,4104,24,59,6,n524-1,43,43,1.0,2/2,,V65/V,,F,I,V65/V,,V,,,Mm7
85.5,1.0,171.0,2.0,4104,48,65,5,n523-1,43,43,,,,,,,,,,,,,
85.5,0.25,171.0,0.5,4104,12,81,1,n518-1,43,43,,,,,,,,,,,,,
85.75,0.25,171.5,0.5,4116,12,79,1,n519-1,43,43,,,,,,,,,,,,,
86.0,1.25,172.0,2.5,4128,60,72,1,n525-1,44,44,,,,,,,,,,,,,
86.0,1.5,172.0,3.0,4128,72,60,6,n537-1,44,44,1.0,2/2,,V(4)},,F,I,V(4),,V,,},M
86.5,0.375,173.0,0.75,4152,18,64,5,n534-1,44,44,3.0,2/2,,V,,F,I,V,,V,,,M
86.875,0.125,173.75,0.25,4170,6,62,5,n535-1,44,44,,,,,,,,,,,,,
87.0,0.5,174.0,1.0,4176,24,64,5,n536-1,44,44,0.0,2/2,,|HC,,F,I,,,,HC,,
87.25,0.125,174.5,0.25,4188,6,74,1,n527-1,44,44,,,,,,,,,,,,,
87.375,0.125,174.75,0.25,4194,6,73,1,n528-1,44,44,,,,,,,,,,,,,
87.5,0.125,175.0,0.25,4200,6,76,1,n529-1,44,44,,,,,,,,,,,,,
87.625,0.125,175.25,0.25,4206,6,74,1,n530-1,44,44,,,,,,,,,,,,,
87.75,0.125,175.5,0.25,4212,6,77,1,n531-1,44,44,,,,,,,,,,,,,
87.875,0.125,175.75,0.25,4218,6,76,1,n532-1,44,44,,,,,,,,,,,,,
88.0,0.75,176.0,1.5,4224,36,77,1,n540-1,45,45,,,,,,,,,,,,,
88.0,0.5,176.0,1.0,4224,24,69,5,n546-1,45,45,2.0,2/2,,I6{,,F,I,I6,,I,,{,M
88.0,0.0,176.0,0.0,4224,0,79,1,n539-1,45,45,,,,,,,,,,,,,
88.5,0.5,177.0,1.0,4248,24,72,5,n547-1,45,45,,,,,,,,,,,,,
88.75,0.0625,177.5,0.125,4260,3,79,1,n541-1,45,45,,,,,,,,,,,,,
88.8125,0.0625,177.625,0.125,4263,3,77,1,n542-1,45,45,,,,,,,,,,,,,
88.875,0.0625,177.75,0.125,4266,3,76,1,n543-1,45,45,,,,,,,,,,,,,
88.9375,0.0625,177.875,0.125,4269,3,77,1,n544-1,45,45,,,,,,,,,,,,,
89.0,0.5,178.0,1.0,4272,24,65,5,n548-1,45,45,2.0,2/2,,I,,F,I,I,,I,,,M
89.0,1.0,178.0,2.0,4272,48,81,1,n545-1,45,45,,,,,,,,,,,,,
89.5,0.5,179.0,1.0,4296,24,72,5,n549-1,45,45,,,,,,,,,,,,,
90.0,0.5,180.0,1.0,4320,24,70,5,n556-1,46,46,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
90.0,0.25,180.0,0.5,4320,12,79,1,n550-1,46,46,,,,,,,,,,,,,
90.25,0.25,180.5,0.5,4332,12,82,1,n551-1,46,46,,,,,,,,,,,,,
90.5,0.5,181.0,1.0,4344,24,72,5,n557-1,46,46,,,,,,,,,,,,,
90.5,0.25,181.0,0.5,4344,12,76,1,n552-1,46,46,,,,,,,,,,,,,
90.75,0.25,181.5,0.5,4356,12,79,1,n553-1,46,46,,,,,,,,,,,,,
91.0,0.5,182.0,1.0,4368,24,69,5,n558-1,46,46,2.0,2/2,,I6,,F,I,I6,,I,,,M
91.0,0.75,182.0,1.5,4368,36,77,1,n554-1,46,46,,,,,,,,,,,,,
91.5,0.5,183.0,1.0,4392,24,72,5,n559-1,46,46,,,,,,,,,,,,,
91.75,0.25,183.5,0.5,4404,12,81,1,n555-1,46,46,,,,,,,,,,,,,
92.0,0.5,184.0,1.0,4416,24,70,5,n570-1,47,47,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
92.0,0.125,184.0,0.25,4416,6,79,1,n560-1,47,47,,,,,,,,,,,,,
92.125,0.125,184.25,0.25,4422,6,81,1,n561-1,47,47,,,,,,,,,,,,,
92.25,0.125,184.5,0.25,4428,6,82,1,n562-1,47,47,,,,,,,,,,,,,
92.375,0.125,184.75,0.25,4434,6,79,1,n563-1,47,47,,,,,,,,,,,,,
92.5,0.5,185.0,1.0,4440,24,72,5,n571-1,47,47,,,,,,,,,,,,,
92.5,0.125,185.0,0.25,4440,6,76,1,n564-1,47,47,,,,,,,,,,,,,
92.625,0.125,185.25,0.25,4446,6,77,1,n565-1,47,47,,,,,,,,,,,,,
92.75,0.125,185.5,0.25,4452,6,79,1,n566-1,47,47,,,,,,,,,,,,,
92.875,0.125,185.75,0.25,4458,6,76,1,n567-1,47,47,,,,,,,,,,,,,
93.0,0.5,186.0,1.0,4464,24,69,5,n572-1,47,47,2.0,2/2,,I6,,F,I,I6,,I,,,M
93.0,0.75,186.0,1.5,4464,36,77,1,n568-1,47,47,,,,,,,,,,,,,
93.5,0.5,187.0,1.0,4488,24,72,5,n573-1,47,47,,,,,,,,,,,,,
93.75,0.25,187.5,0.5,4500,12,81,1,n569-1,47,47,,,,,,,,,,,,,
94.0,0.5,188.0,1.0,4512,24,67,6,n584-1,48,48,1.0,2/2,,V64,,F,I,V64,,V,,,M
94.0,1.5,188.0,3.0,4512,72,72,5,n582-1,48,48,,,,,,,,,,,,,
94.0,0.25,188.0,0.5,4512,12,84,1,n574-1,48,48,,,,,,,,,,,,,
94.25,0.25,188.5,0.5,4524,12,83,1,n575-1,48,48,,,,,,,,,,,,,
94.5,0.5,189.0,1.0,4536,24,64,6,n585-1,48,48,1.0,2/2,,V65,,F,I,V65,,V,,,Mm7
94.5,0.25,189.0,0.5,4536,12,82,1,n576-1,48,48,,,,,,,,,,,,,
94.75,0.25,189.5,0.5,4548,12,79,1,n577-1,48,48,,,,,,,,,,,,,
95.0,0.5,190.0,1.0,4560,24,65,6,n586-1,48,48,1.0,2/2,,I,,F,I,I,,I,,,M
95.0,0.25,190.0,0.5,4560,12,82,1,n578-1,48,48,,,,,,,,,,,,,
95.25,0.25,190.5,0.5,4572,12,80,1,n579-1,48,48,,,,,,,,,,,,,
95.5,0.5,191.0,1.0,4584,24,62,6,n587-1,48,48,1.0,2/2,,vi,,F,I,vi,,vi,,,m
95.5,0.25,191.0,0.5,4584,12,81,1,n580-1,48,48,,,,,,,,,,,,,
95.75,0.25,191.5,0.5,4596,12,77,1,n581-1,48,48,,,,,,,,,,,,,
96.0,1.0,192.0,2.0,4608,48,58,6,n600-1,49,49,1.5,2/2,,IV,,F,I,IV,,IV,,,M
96.0,0.25,192.0,0.5,4608,12,74,1,n588-1,49,49,,,,,,,,,,,,,
96.25,0.083333336,192.5,0.16666667,4620,4,76,1,n589-1,49,49,,,,,,,,,,,,,
96.333336,0.083333336,192.66667,0.16666667,4624,4,74,1,n590-1,49,49,,,,,,,,,,,,,
96.416664,0.083333336,192.83333,0.16666667,4628,4,73,1,n591-1,49,49,,,,,,,,,,,,,
96.5,0.25,193.0,0.5,4632,12,74,1,n592-1,49,49,,,,,,,,,,,,,
96.5,0.5,193.0,1.0,4632,24,70,5,n597-1,49,49,,,,,,,,,,,,,
96.75,0.25,193.5,0.5,4644,12,79,1,n593-1,49,49,0.5,2/2,,ii6,,F,I,ii6,,ii,,,m
