onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
357.0,0.5,714.0,1.0,17136,24,53,5,n2208-1,157,157,0.5,2/2,,I(4),,F,I,I(4),,I,,,M
357.0,1.25,714.0,2.5,17136,60,84,1,n2197-1,157,157,,,,,,,,,,,,,
357.25,0.25,714.5,0.5,17148,12,81,2,n2203-1,157,157,0.5,2/2,,I,,F,I,I,,I,,,M
357.5,0.5,715.0,1.0,17160,24,60,5,n2210-1,157,157,0.5,2/2,,V(6),,F,I,V(6),,V,,,M
357.5,0.5,715.0,1.0,17160,24,64,5,n2211-1,157,157,,,,,,,,,,,,,
357.5,0.5,715.0,1.0,17160,24,76,6,n2214-1,157,157,,,,,,,,,,,,,
357.5,0.25,715.0,0.5,17160,12,81,2,n2204-1,157,157,,,,,,,,,,,,,
357.75,0.25,715.5,0.5,17172,12,79,2,n2205-1,157,157,0.5,2/2,,V,,F,I,V,,V,,,M
358.0,1.0,716.0,2.0,17184,48,55,5,n2226-1,158,158,0.5,2/2,,V7(4)/V,,F,I,V7(4)/V,,V,,,Mm7
358.0,1.0,716.0,2.0,17184,48,62,5,n2227-1,158,158,,,,,,,,,,,,,
358.0,1.0,716.0,2.0,17184,48,79,6,n2230-1,158,158,,,,,,,,,,,,,
358.0,1.25,716.0,2.5,17184,60,89,1,n2215-1,158,158,,,,,,,,,,,,,
358.25,0.25,716.5,0.5,17196,12,83,2,n2221-1,158,158,1.5,2/2,,V7/V,,F,I,V7/V,,V,,,Mm7
358.5,0.25,717.0,0.5,17208,12,83,2,n2222-1,158,158,,,,,,,,,,,,,
358.75,0.25,717.5,0.5,17220,12,79,2,n2223-1,158,158,,,,,,,,,,,,,
359.0,2.0,718.0,4.0,17232,96,60,5,n2228-1,158,158,0.5,2/2,,V[V(4),,F,I,V(4),,V,,,M
359.0,1.25,718.0,2.5,17232,60,72,5,n2229-1,158,158,,,,,,,,,,,,,
359.0,0.5,718.0,1.0,17232,24,79,2,n2224-1,158,158,,,,,,,,,,,,,
359.0,0.5,718.0,1.0,17232,24,84,2,n2225-1,158,158,,,,,,,,,,,,,
359.25,0.25,718.5,0.5,17244,12,88,1,n2217-1,158,158,1.5,2/2,,V,,F,I,V,,V,,,M
359.5,0.25,719.0,0.5,17256,12,88,1,n2218-1,158,158,,,,,,,,,,,,,
359.75,0.25,719.5,0.5,17268,12,84,1,n2219-1,158,158,,,,,,,,,,,,,
360.0,1.25,720.0,2.5,17280,60,86,1,n2231-1,159,159,0.5,2/2,,IV(2),,F,I,IV(2),,IV,,,M
360.25,0.25,720.5,0.5,17292,12,70,5,n2237-1,159,159,1.5,2/2,,IV,,F,I,IV,,IV,,,M
360.5,0.25,721.0,0.5,17304,12,70,5,n2238-1,159,159,,,,,,,,,,,,,
360.75,0.25,721.5,0.5,17316,12,68,5,n2239-1,159,159,,,,,,,,,,,,,
361.0,2.0,722.0,4.0,17328,96,60,6,n2242-1,159,159,0.5,2/2,,I6(6),,F,I,I6(6),,I,,,M
361.0,1.25,722.0,2.5,17328,60,69,5,n2240-1,159,159,,,,,,,,,,,,,
361.25,0.25,722.5,0.5,17340,12,84,1,n2233-1,159,159,1.5,2/2,,I6,,F,I,I6,,I,,,M
361.5,0.25,723.0,0.5,17352,12,84,1,n2234-1,159,159,,,,,,,,,,,,,
361.75,0.25,723.5,0.5,17364,12,81,1,n2235-1,159,159,,,,,,,,,,,,,
362.0,1.25,724.0,2.5,17376,60,82,1,n2243-1,160,160,0.5,2/2,,V7(6),,F,I,V7(6),,V,,,Mm7
362.25,0.25,724.5,0.5,17388,12,67,5,n2249-1,160,160,1.5,2/2,,V7,,F,I,V7,,V,,,Mm7
362.5,0.25,725.0,0.5,17400,12,67,5,n2250-1,160,160,,,,,,,,,,,,,
362.75,0.25,725.5,0.5,17412,12,64,5,n2251-1,160,160,,,,,,,,,,,,,
363.0,1.0,726.0,2.0,17424,48,60,6,n2255-1,160,160,0.5,2/2,,I(4),,F,I,I(4),,I,,,M
363.0,0.75,726.0,1.5,17424,36,65,5,n2252-1,160,160,,,,,,,,,,,,,
363.25,0.25,726.5,0.5,17436,12,81,1,n2245-1,160,160,1.5,2/2,,I,,F,I,I,,I,,,M
363.5,0.25,727.0,0.5,17448,12,81,1,n2246-1,160,160,,,,,,,,,,,,,
363.75,0.25,727.5,0.5,17460,12,69,5,n2253-1,160,160,,,,,,,,,,,,,
363.75,0.25,727.5,0.5,17460,12,78,1,n2247-1,160,160,,,,,,,,,,,,,
364.0,0.5,728.0,1.0,17472,24,60,6,n2270-1,161,161,2.0,2/2,,V7,,F,I,V7,,V,,,Mm7
364.0,0.25,728.0,0.5,17472,12,70,5,n2264-1,161,161,,,,,,,,,,,,,
364.0,0.25,728.0,0.5,17472,12,79,1,n2256-1,161,161,,,,,,,,,,,,,
364.25,0.25,728.5,0.5,17484,12,78,1,n2257-1,161,161,,,,,,,,,,,,,
364.25,0.25,728.5,0.5,17484,12,69,5,n2265-1,161,161,,,,,,,,,,,,,
364.5,0.25,729.0,0.5,17496,12,70,5,n2266-1,161,161,,,,,,,,,,,,,
364.5,0.25,729.0,0.5,17496,12,79,1,n2258-1,161,161,,,,,,,,,,,,,
364.75,0.25,729.5,0.5,17508,12,76,1,n2259-1,161,161,,,,,,,,,,,,,
365.0,0.5,730.0,1.0,17520,24,60,6,n2271-1,161,161,2.0,2/2,,V(64),,F,I,V(64),,V,,,M
365.0,0.25,730.0,0.5,17520,12,69,5,n2267-1,161,161,,,,,,,,,,,,,
365.0,0.25,730.0,0.5,17520,12,77,1,n2260-1,161,161,,,,,,,,,,,,,
365.25,0.25,730.5,0.5,17532,12,68,5,n2268-1,161,161,,,,,,,,,,,,,
365.25,0.25,730.5,0.5,17532,12,76,1,n2261-1,161,161,,,,,,,,,,,,,
365.5,0.25,731.0,0.5,17544,12,77,1,n2262-1,161,161,,,,,,,,,,,,,
365.5,0.25,731.0,0.5,17544,12,69,5,n2269-1,161,161,,,,,,,,,,,,,
365.75,0.25,731.5,0.5,17556,12,78,1,n2263-1,161,161,,,,,,,,,,,,,
366.0,0.5,732.0,1.0,17568,24,60,6,n2290-1,162,162,2.0,2/2,,V7,,F,I,V7,,V,,,Mm7
366.0,0.25,732.0,0.5,17568,12,70,5,n2284-1,162,162,,,,,,,,,,,,,
366.0,0.125,732.0,0.25,17568,6,79,1,n2272-1,162,162,,,,,,,,,,,,,
366.125,0.125,732.25,0.25,17574,6,81,1,n2273-1,162,162,,,,,,,,,,,,,
366.25,0.25,732.5,0.5,17580,12,69,5,n2285-1,162,162,,,,,,,,,,,,,
366.25,0.125,732.5,0.25,17580,6,78,1,n2274-1,162,162,,,,,,,,,,,,,
366.375,0.125,732.75,0.25,17586,6,81,1,n2275-1,162,162,,,,,,,,,,,,,
366.5,0.25,733.0,0.5,17592,12,79,1,n2276-1,162,162,,,,,,,,,,,,,
366.5,0.25,733.0,0.5,17592,12,70,5,n2286-1,162,162,,,,,,,,,,,,,
366.75,0.25,733.5,0.5,17604,12,76,1,n2277-1,162,162,,,,,,,,,,,,,
367.0,0.5,734.0,1.0,17616,24,60,6,n2291-1,162,162,2.0,2/2,,V(64),,F,I,V(64),,V,,,M
367.0,0.25,734.0,0.5,17616,12,69,5,n2287-1,162,162,,,,,,,,,,,,,
367.0,0.125,734.0,0.25,17616,6,77,1,n2278-1,162,162,,,,,,,,,,,,,
367.125,0.125,734.25,0.25,17622,6,79,1,n2279-1,162,162,,,,,,,,,,,,,
367.25,0.25,734.5,0.5,17628,12,68,5,n2288-1,162,162,,,,,,,,,,,,,
367.25,0.125,734.5,0.25,17628,6,76,1,n2280-1,162,162,,,,,,,,,,,,,
367.375,0.125,734.75,0.25,17634,6,79,1,n2281-1,162,162,,,,,,,,,,,,,
367.5,0.25,735.0,0.5,17640,12,77,1,n2282-1,162,162,,,,,,,,,,,,,
367.5,0.25,735.0,0.5,17640,12,69,5,n2289-1,162,162,,,,,,,,,,,,,
367.75,0.25,735.5,0.5,17652,12,78,1,n2283-1,162,162,,,,,,,,,,,,,
368.0,0.5,736.0,1.0,17664,24,60,5,n2304-1,163,163,2.0,2/2,,V7,,F,I,V7,,V,,,Mm7
368.0,0.5,736.0,1.0,17664,24,70,5,n2305-1,163,163,,,,,,,,,,,,,
368.0,0.125,736.0,0.25,17664,6,79,1,n2292-1,163,163,,,,,,,,,,,,,
368.125,0.125,736.25,0.25,17670,6,81,1,n2293-1,163,163,,,,,,,,,,,,,
368.25,0.125,736.5,0.25,17676,6,82,1,n2294-1,163,163,,,,,,,,,,,,,
368.375,0.125,736.75,0.25,17682,6,84,1,n2295-1,163,163,,,,,,,,,,,,,
368.5,0.25,737.0,0.5,17688,12,86,1,n2296-1,163,163,,,,,,,,,,,,,
368.75,0.25,737.5,0.5,17700,12,76,1,n2297-1,163,163,,,,,,,,,,,,,
369.0,0.5,738.0,1.0,17712,24,69,5,n2308-1,163,163,,,,,,,,,,,,,
369.0,0.125,738.0,0.25,17712,6,77,1,n2298-1,163,163,,,,,,,,,,,,,
369.0,0.5,738.0,1.0,17712,24,60,5,n2307-1,163,163,2.0,2/2,,V(64),,F,I,V(64),,V,,,M
369.125,0.125,738.25,0.25,17718,6,79,1,n2299-1,163,163,,,,,,,,,,,,,
369.25,0.125,738.5,0.25,17724,6,81,1,n2300-1,163,163,,,,,,,,,,,,,
369.375,0.125,738.75,0.25,17730,6,82,1,n2301-1,163,163,,,,,,,,,,,,,
369.5,0.25,739.0,0.5,17736,12,84,1,n2302-1,163,163,,,,,,,,,,,,,
369.75,0.25,739.5,0.5,17748,12,72,1,n2303-1,163,163,,,,,,,,,,,,,
370.0,0.125,740.0,0.25,17760,6,71,1,n2310-1,164,164,,,,,,,,,,,,,
370.0,4.0,740.0,8.0,17760,192,65,5,n2328-1,164,164,,,,,,,,,,,,,
370.0,4.0,740.0,8.0,17760,192,68,5,n2329-1,164,164,,,,,,,,,,,,,
370.0,4.0,740.0,8.0,17760,192,60,5,n2326-1,164,164,8.0,2/2,,viio65/V,,F,I,viio65/V,,vii,,,o7
370.0,4.0,740.0,8.0,17760,192,62,5,n2327-1,164,164,,,,,,,,,,,,,
370.125,0.125,740.25,0.25,17766,6,72,1,n2311-1,164,164,,,,,,,,,,,,,
370.25,0.125,740.5,0.25,17772,6,74,1,n2312-1,164,164,,,,,,,,,,,,,
370.375,0.125,740.75,0.25,17778,6,76,1,n2313-1,164,164,,,,,,,,,,,,,
370.5,0.125,741.0,0.25,17784,6,77,1,n2314-1,164,164,,,,,,,,,,,,,
370.625,0.125,741.25,0.25,17790,6,79,1,n2315-1,164,164,,,,,,,,,,,,,
370.75,0.125,741.5,0.25,17796,6,80,1,n2316-1,164,164,,,,,,,,,,,,,
370.875,0.125,741.75,0.25,17802,6,79,1,n2317-1,164,164,,,,,,,,,,,,,
371.0,0.125,742.0,0.25,17808,6,77,1,n2318-1,164,164,,,,,,,,,,,,,
371.125,0.125,742.25,0.25,17814,6,76,1,n2319-1,164,164,,,,,,,,,,,,,
371.25,0.125,742.5,0.25,17820,6,74,1,n2320-1,164,164,,,,,,,,,,,,,
371.375,0.125,742.75,0.25,17826,6,72,1,n2321-1,164,164,,,,,,,,,,,,,
371.5,0.125,743.0,0.25,17832,6,71,1,n2322-1,164,164,,,,,,,,,,,,,
371.625,0.125,743.25,0.25,17838,6,72,1,n2323-1,164,164,,,,,,,,,,,,,
371.75,0.125,743.5,0.25,17844,6,74,1,n2324-1,164,164,,,,,,,,,,,,,
371.875,0.125,743.75,0.25,17850,6,76,1,n2325-1,164,164,,,,,,,,,,,,,
372.0,0.125,744.0,0.25,17856,6,77,1,n2330-1,165,165,,,,,,,,,,,,,
372.125,0.125,744.25,0.25,17862,6,79,1,n2331-1,165,165,,,,,,,,,,,,,
372.25,0.125,744.5,0.25,17868,6,80,1,n2332-1,165,165,,,,,,,,,,,,,
372.375,0.125,744.75,0.25,17874,6,79,1,n2333-1,165,165,,,,,,,,,,,,,
372.5,0.125,745.0,0.25,17880,6,77,1,n2334-1,165,165,,,,,,,,,,,,,
372.625,0.125,745.25,0.25,17886,6,76,1,n2335-1,165,165,,,,,,,,,,,,,
372.75,0.125,745.5,0.25,17892,6,74,1,n2336-1,165,165,,,,,,,,,,,,,
372.875,0.125,745.75,0.25,17898,6,72,1,n2337-1,165,165,,,,,,,,,,,,,
373.0,0.125,746.0,0.25,17904,6,71,1,n2338-1,165,165,,,,,,,,,,,,,
373.125,0.125,746.25,0.25,17910,6,72,1,n2339-1,165,165,,,,,,,,,,,,,
373.25,0.125,746.5,0.25,17916,6,74,1,n2340-1,165,165,,,,,,,,,,,,,
373.375,0.125,746.75,0.25,17922,6,76,1,n2341-1,165,165,,,,,,,,,,,,,
373.5,0.125,747.0,0.25,17928,6,77,1,n2342-1,165,165,,,,,,,,,,,,,
373.625,0.125,747.25,0.25,17934,6,79,1,n2343-1,165,165,,,,,,,,,,,,,
373.75,0.125,747.5,0.25,17940,6,80,1,n2344-1,165,165,,,,,,,,,,,,,
373.875,0.125,747.75,0.25,17946,6,71,1,n2345-1,165,165,,,,,,,,,,,,,
374.0,2.0,748.0,4.0,17952,96,60,6,n2367-1,166,166,12.0,2/2,,V(64),,F,I,V(64),,V,,,M
374.0,2.0,748.0,4.0,17952,96,65,6,n2368-1,166,166,,,,,,,,,,,,,
374.0,2.0,748.0,4.0,17952,96,69,5,n2366-1,166,166,,,,,,,,,,,,,
374.0,0.125,748.0,0.25,17952,6,72,1,n2350-1,166,166,,,,,,,,,,,,,
374.125,0.125,748.25,0.25,17958,6,74,1,n2351-1,166,166,,,,,,,,,,,,,
374.25,0.125,748.5,0.25,17964,6,72,1,n2352-1,166,166,,,,,,,,,,,,,
374.375,0.125,748.75,0.25,17970,6,71,1,n2353-1,166,166,,,,,,,,,,,,,
374.5,0.125,749.0,0.25,17976,6,72,1,n2354-1,166,166,,,,,,,,,,,,,
374.625,0.125,749.25,0.25,17982,6,73,1,n2355-1,166,166,,,,,,,,,,,,,
374.75,0.125,749.5,0.25,17988,6,74,1,n2356-1,166,166,,,,,,,,,,,,,
374.875,0.125,749.75,0.25,17994,6,75,1,n2357-1,166,166,,,,,,,,,,,,,
375.0,0.125,750.0,0.25,18000,6,76,1,n2358-1,166,166,,,,,,,,,,,,,
375.125,0.125,750.25,0.25,18006,6,77,1,n2359-1,166,166,,,,,,,,,,,,,
375.25,0.125,750.5,0.25,18012,6,78,1,n2360-1,166,166,,,,,,,,,,,,,
375.375,0.125,750.75,0.25,18018,6,79,1,n2361-1,166,166,,,,,,,,,,,,,
375.5,0.125,751.0,0.25,18024,6,80,1,n2362-1,166,166,,,,,,,,,,,,,
375.625,0.125,751.25,0.25,18030,6,81,1,n2363-1,166,166,,,,,,,,,,,,,
375.75,0.125,751.5,0.25,18036,6,82,1,n2364-1,166,166,,,,,,,,,,,,,
375.875,0.125,751.75,0.25,18042,6,83,1,n2365-1,166,166,,,,,,,,,,,,,
376.0,0.125,752.0,0.25,18048,6,84,1,n2369-1,167,167,,,,,,,,,,,,,
376.125,0.125,752.25,0.25,18054,6,85,1,n2370-1,167,167,,,,,,,,,,,,,
376.25,0.125,752.5,0.25,18060,6,86,1,n2371-1,167,167,,,,,,,,,,,,,
376.375,0.125,752.75,0.25,18066,6,87,1,n2372-1,167,167,,,,,,,,,,,,,
376.5,0.125,753.0,0.25,18072,6,88,1,n2373-1,167,167,,,,,,,,,,,,,
376.625,0.125,753.25,0.25,18078,6,89,1,n2374-1,167,167,,,,,,,,,,,,,
376.75,0.125,753.5,0.25,18084,6,88,1,n2375-1,167,167,,,,,,,,,,,,,
376.875,0.125,753.75,0.25,18090,6,86,1,n2376-1,167,167,,,,,,,,,,,,,
377.0,0.125,754.0,0.25,18096,6,84,1,n2377-1,167,167,,,,,,,,,,,,,
377.125,0.125,754.25,0.25,18102,6,82,1,n2378-1,167,167,,,,,,,,,,,,,
377.25,0.125,754.5,0.25,18108,6,81,1,n2379-1,167,167,,,,,,,,,,,,,
377.375,0.125,754.75,0.25,18114,6,79,1,n2380-1,167,167,,,,,,,,,,,,,
377.5,0.125,755.0,0.25,18120,6,77,1,n2381-1,167,167,,,,,,,,,,,,,
377.625,0.125,755.25,0.25,18126,6,76,1,n2382-1,167,167,,,,,,,,,,,,,
377.75,0.125,755.5,0.25,18132,6,74,1,n2383-1,167,167,,,,,,,,,,,,,
377.875,0.0625,755.75,0.125,18138,3,72,1,n2384-1,167,167,,,,,,,,,,,,,
377.9375,0.0625,755.875,0.125,18141,3,70,1,n2385-1,167,167,,,,,,,,,,,,,
378.0,0.125,756.0,0.25,18144,6,69,1,n2387-1,168,168,,,,,,,,,,,,,
378.125,0.125,756.25,0.25,18150,6,70,1,n2388-1,168,168,,,,,,,,,,,,,
378.25,0.125,756.5,0.25,18156,6,72,1,n2389-1,168,168,,,,,,,,,,,,,
378.375,0.125,756.75,0.25,18162,6,74,1,n2390-1,168,168,,,,,,,,,,,,,
378.5,0.125,757.0,0.25,18168,6,76,1,n2391-1,168,168,,,,,,,,,,,,,
378.625,0.125,757.25,0.25,18174,6,77,1,n2392-1,168,168,,,,,,,,,,,,,
378.75,0.125,757.5,0.25,18180,6,79,1,n2393-1,168,168,,,,,,,,,,,,,
378.875,0.125,757.75,0.25,18186,6,81,1,n2394-1,168,168,,,,,,,,,,,,,
379.0,0.125,758.0,0.25,18192,6,82,1,n2395-1,168,168,,,,,,,,,,,,,
379.125,0.125,758.25,0.25,18198,6,84,1,n2396-1,168,168,,,,,,,,,,,,,
379.25,0.125,758.5,0.25,18204,6,86,1,n2397-1,168,168,,,,,,,,,,,,,
379.375,0.125,758.75,0.25,18210,6,88,1,n2398-1,168,168,,,,,,,,,,,,,
379.5,0.25,759.0,0.5,18216,12,89,1,n2399-1,168,168,,,,,,,,,,,,,
379.875,0.125,759.75,0.25,18234,6,77,1,n2401-1,168,168,,,,,,,,,,,,,
380.0,2.0,760.0,4.0,18240,96,79,1,n2403-1,169,169,4.0,2/2,,V7,,F,I,V7,,V,,,Mm7
381.0,1.0,762.0,2.0,18288,48,70,5,n2407-1,169,169,,,,,,,,,,,,,
381.0,1.0,762.0,2.0,18288,48,64,5,n2406-1,169,169,,,,,,,,,,,,,
381.0,1.0,762.0,2.0,18288,48,60,5,n2405-1,169,169,,,,,,,,,,,,,
382.0,0.5,764.0,1.0,18336,24,65,6,n2423-1,170,170,4.0,2/2,,I|PAC}{,,F,I,I,,I,PAC,}{,M
382.0,2.0,764.0,4.0,18336,96,69,5,n2422-1,170,170,,,,,,,,,,,,,
382.0,0.0,764.0,0.0,18336,0,77,1,n2408-1,170,170,,,,,,,,,,,,,
382.0,0.5,764.0,1.0,18336,24,77,1,n2410-1,170,170,,,,,,,,,,,,,
382.0,0.0,764.0,0.0,18336,0,79,1,n2409-1,170,170,,,,,,,,,,,,,
382.5,0.5,765.0,1.0,18360,24,60,6,n2424-1,170,170,,,,,,,,,,,,,
382.75,0.125,765.5,0.25,18372,6,77,1,n2412-1,170,170,,,,,,,,,,,,,
382.875,0.125,765.75,0.25,18378,6,76,1,n2413-1,170,170,,,,,,,,,,,,,
383.0,0.125,766.0,0.25,18384,6,79,1,n2414-1,170,170,,,,,,,,,,,,,
383.0,0.5,766.0,1.0,18384,24,65,6,n2425-1,170,170,,,,,,,,,,,,,
383.125,0.125,766.25,0.25,18390,6,77,1,n2415-1,170,170,,,,,,,,,,,,,
383.25,0.125,766.5,0.25,18396,6,81,1,n2416-1,170,170,,,,,,,,,,,,,
383.375,0.125,766.75,0.25,18402,6,79,1,n2417-1,170,170,,,,,,,,,,,,,
383.5,0.5,767.0,1.0,18408,24,60,6,n2426-1,170,170,,,,,,,,,,,,,
383.5,0.125,767.0,0.25,18408,6,82,1,n2418-1,170,170,,,,,,,,,,,,,
383.625,0.125,767.25,0.25,18414,6,81,1,n2419-1,170,170,,,,,,,,,,,,,
383.75,0.125,767.5,0.25,18420,6,84,1,n2420-1,170,170,,,,,,,,,,,,,
383.875,0.125,767.75,0.25,18426,6,82,1,n2421-1,170,170,,,,,,,,,,,,,
384.0,0.25,768.0,0.5,18432,12,86,1,n2427-1,171,171,,,,,,,,,,,,,
384.0,2.0,768.0,4.0,18432,96,70,5,n2433-1,171,171,,,,,,,,,,,,,
384.0,0.5,768.0,1.0,18432,24,64,6,n2434-1,171,171,4.0,2/2,,V7,,F,I,V7,,V,,,Mm7
384.25,0.25,768.5,0.5,18444,12,84,1,n2428-1,171,171,,,,,,,,,,,,,
384.5,0.5,769.0,1.0,18456,24,60,6,n2435-1,171,171,,,,,,,,,,,,,
384.5,0.75,769.0,1.5,18456,36,84,1,n2429-1,171,171,,,,,,,,,,,,,
385.0,0.5,770.0,1.0,18480,24,64,6,n2436-1,171,171,,,,,,,,,,,,,
385.25,0.25,770.5,0.5,18492,12,83,1,n2430-1,171,171,,,,,,,,,,,,,
385.5,0.5,771.0,1.0,18504,24,60,6,n2437-1,171,171,,,,,,,,,,,,,
385.5,0.25,771.0,0.5,18504,12,82,1,n2431-1,171,171,,,,,,,,,,,,,
385.75,0.25,771.5,0.5,18516,12,79,1,n2432-1,171,171,,,,,,,,,,,,,
386.0,0.25,772.0,0.5,18528,12,76,1,n2438-1,172,172,,,,,,,,,,,,,
386.0,0.5,772.0,1.0,18528,24,65,6,n2452-1,172,172,4.0,2/2,,I,,F,I,I,,I,,,M
386.0,2.0,772.0,4.0,18528,96,69,5,n2451-1,172,172,,,,,,,,,,,,,
386.25,0.25,772.5,0.5,18540,12,77,1,n2439-1,172,172,,,,,,,,,,,,,
386.5,0.5,773.0,1.0,18552,24,60,6,n2453-1,172,172,,,,,,,,,,,,,
386.75,0.125,773.5,0.25,18564,6,77,1,n2441-1,172,172,,,,,,,,,,,,,
386.875,0.125,773.75,0.25,18570,6,76,1,n2442-1,172,172,,,,,,,,,,,,,
387.0,0.5,774.0,1.0,18576,24,65,6,n2454-1,172,172,,,,,,,,,,,,,
387.0,0.125,774.0,0.25,18576,6,79,1,n2443-1,172,172,,,,,,,,,,,,,
387.125,0.125,774.25,0.25,18582,6,77,1,n2444-1,172,172,,,,,,,,,,,,,
387.25,0.125,774.5,0.25,18588,6,81,1,n2445-1,172,172,,,,,,,,,,,,,
387.375,0.125,774.75,0.25,18594,6,79,1,n2446-1,172,172,,,,,,,,,,,,,
387.5,0.5,775.0,1.0,18600,24,60,6,n2455-1,172,172,,,,,,,,,,,,,
387.5,0.125,775.0,0.25,18600,6,82,1,n2447-1,172,172,,,,,,,,,,,,,
387.625,0.125,775.25,0.25,18606,6,81,1,n2448-1,172,172,,,,,,,,,,,,,
387.75,0.125,775.5,0.25,18612,6,84,1,n2449-1,172,172,,,,,,,,,,,,,
387.875,0.125,775.75,0.25,18618,6,82,1,n2450-1,172,172,,,,,,,,,,,,,
388.0,0.5,776.0,1.0,18624,24,64,6,n2468-1,173,173,4.0,2/2,,V7],,F,I,V7,,V,,,Mm7
388.0,2.0,776.0,4.0,18624,96,70,5,n2467-1,173,173,,,,,,,,,,,,,
388.0,0.25,776.0,0.5,18624,12,86,1,n2456-1,173,173,,,,,,,,,,,,,
388.25,0.25,776.5,0.5,18636,12,84,1,n2457-1,173,173,,,,,,,,,,,,,
388.5,0.625,777.0,1.25,18648,30,84,1,n2458-1,173,173,,,,,,,,,,,,,
388.5,0.5,777.0,1.0,18648,24,60,6,n2469-1,173,173,,,,,,,,,,,,,
389.0,0.5,778.0,1.0,18672,24,64,6,n2470-1,173,173,,,,,,,,,,,,,
389.125,0.125,778.25,0.25,18678,6,83,1,n2460-1,173,173,,,,,,,,,,,,,
389.25,0.125,778.5,0.25,18684,6,82,1,n2461-1,173,173,,,,,,,,,,,,,
389.375,0.125,778.75,0.25,18690,6,81,1,n2462-1,173,173,,,,,,,,,,,,,
389.5,0.5,779.0,1.0,18696,24,60,6,n2471-1,173,173,,,,,,,,,,,,,
389.5,0.125,779.0,0.25,18696,6,84,1,n2463-1,173,173,,,,,,,,,,,,,
389.625,0.125,779.25,0.25,18702,6,82,1,n2464-1,173,173,,,,,,,,,,,,,
389.75,0.125,779.5,0.25,18708,6,81,1,n2465-1,173,173,,,,,,,,,,,,,
389.875,0.125,779.75,0.25,18714,6,79,1,n2466-1,173,173,,,,,,,,,,,,,
390.0,0.5,780.0,1.0,18720,24,65,5,n2483-1,174,174,12.0,2/2,,I},,F,I,I,,I,,},M
390.0,0.5,780.0,1.0,18720,24,69,5,n2484-1,174,174,,,,,,,,,,,,,
390.0,0.25,780.0,0.5,18720,12,77,1,n2472-1,174,174,,,,,,,,,,,,,
390.25,0.0625,780.5,0.125,18732,3,79,1,n2473-1,174,174,,,,,,,,,,,,,
390.3125,0.0625,780.625,0.125,18735,3,77,1,n2474-1,174,174,,,,,,,,,,,,,
390.375,0.0625,780.75,0.125,18738,3,76,1,n2475-1,174,174,,,,,,,,,,,,,
390.4375,0.0625,780.875,0.125,18741,3,77,1,n2476-1,174,174,,,,,,,,,,,,,
390.5,0.75,781.0,1.5,18744,36,81,1,n2477-1,174,174,,,,,,,,,,,,,
391.0,0.5,782.0,1.0,18768,24,53,5,n2486-1,174,174,,,,,,,,,,,,,
391.0,0.5,782.0,1.0,18768,24,57,5,n2487-1,174,174,,,,,,,,,,,,,
391.25,0.0625,782.5,0.125,18780,3,74,1,n2478-1,174,174,,,,,,,,,,,,,
391.3125,0.0625,782.625,0.125,18783,3,72,1,n2479-1,174,174,,,,,,,,,,,,,
391.375,0.0625,782.75,0.125,18786,3,71,1,n2480-1,174,174,,,,,,,,,,,,,
391.4375,0.0625,782.875,0.125,18789,3,72,1,n2481-1,174,174,,,,,,,,,,,,,
391.5,0.6666667,783.0,1.3333334,18792,32,77,1,n2482-1,174,174,,,,,,,,,,,,,
392.0,0.5,784.0,1.0,18816,24,41,5,n2501-1,175,175,,,,,,,,,,,,,
392.0,0.5,784.0,1.0,18816,24,45,5,n2502-1,175,175,,,,,,,,,,,,,
392.16666,0.16666667,784.3333,0.33333334,18824,8,69,1,n2490-1,175,175,,,,,,,,,,,,,
392.33334,0.16666667,784.6667,0.33333334,18832,8,72,1,n2491-1,175,175,,,,,,,,,,,,,
392.5,0.16666667,785.0,0.33333334,18840,8,65,1,n2492-1,175,175,,,,,,,,,,,,,
392.66666,0.16666667,785.3333,0.33333334,18848,8,69,1,n2493-1,175,175,,,,,,,,,,,,,
392.83334,0.16666667,785.6667,0.33333334,18856,8,60,1,n2494-1,175,175,,,,,,,,,,,,,
393.0,0.16666667,786.0,0.33333334,18864,8,65,1,n2495-1,175,175,,,,,,,,,,,,,
393.16666,0.16666667,786.3333,0.33333334,18872,8,57,1,n2496-1,175,175,,,,,,,,,,,,,
393.33334,0.16666667,786.6667,0.33333334,18880,8,60,1,n2497-1,175,175,,,,,,,,,,,,,
393.5,0.16666667,787.0,0.33333334,18888,8,53,1,n2498-1,175,175,,,,,,,,,,,,,
393.66666,0.16666667,787.3333,0.33333334,18896,8,57,1,n2499-1,175,175,,,,,,,,,,,,,
393.83334,0.16666667,787.6667,0.33333334,18904,8,48,1,n2500-1,175,175,,,,,,,,,,,,,
394.0,0.25,788.0,0.5,18912,12,41,5,n2507-1,176,176,0.0,2/2,,{,,F,I,,,,,{,
394.0,1.0,788.0,2.0,18912,48,53,1,n2505-1,176,176,,,,,,,,,,,,,
394.25,0.25,788.5,0.5,18924,12,43,5,n2508-1,176,176,,,,,,,,,,,,,
394.5,0.25,789.0,0.5,18936,12,45,5,n2509-1,176,176,,,,,,,,,,,,,
394.75,0.25,789.5,0.5,18948,12,43,5,n2510-1,176,176,,,,,,,,,,,,,
